MovieID,Title,Genres,tmdbID
1006,"Chamber, The (1996)",Drama,6346
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,18660
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,35115
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,14821
1010,"Love Bug, The (1969)",Children's|Comedy,14136
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,10869
1012,Old Yeller (1957),Children's|Drama,22660
1013,"Parent Trap, The (1961)",Children's|Drama,19186
1014,Pollyanna (1960),Children's|Comedy|Drama,31102
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,6878
1016,"Shaggy Dog, The (1959)",Children's|Comedy,15944
1017,Swiss Family Robinson (1960),Adventure|Children's,18444
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,20723
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,173
1020,Cool Runnings (1993),Comedy,864
1021,Angels in the Outfield (1994),Children's|Comedy,24795
1022,Cinderella (1950),Animation|Children's|Musical,11224
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,81310
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,15947
1025,"Sword in the Stone, The (1963)",Animation|Children's,9078
1026,So Dear to My Heart (1949),Children's|Drama,29682
1027,Robin Hood: Prince of Thieves (1991),Drama,8367
1028,Mary Poppins (1964),Children's|Comedy|Musical,433
1029,Dumbo (1941),Animation|Children's|Musical,11360
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,11114
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,12335
1032,Alice in Wonderland (1951),Animation|Children's|Musical,12092
1033,"Fox and the Hound, The (1981)",Animation|Children's,10948
1034,Freeway (1996),Crime,11229
1035,"Sound of Music, The (1965)",Musical,15121
1036,Die Hard (1988),Action|Thriller,562
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,10163
1038,Unhook the Stars (1996),Drama,48862
1039,Synthetic Pleasures (1995),Documentary,117036
1040,"Secret Agent, The (1996)",Drama,47199
1041,Secrets & Lies (1996),Drama,11159
1042,That Thing You Do! (1996),Comedy,9591
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,30500
1044,Surviving Picasso (1996),Drama,41843
1045,Love Is All There Is (1996),Comedy|Drama,55058
1046,Beautiful Thing (1996),Drama|Romance,10938
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,11412
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,10586
1050,Looking for Richard (1996),Documentary|Drama,42314
1051,Trees Lounge (1996),Drama,27845
1052,"Proprietor, The (1996)",Drama,108365
1053,Normal Life (1996),Crime|Drama,23223
1054,Get on the Bus (1996),Drama,49471
1055,Shadow Conspiracy (1997),Thriller,38153
1056,Jude (1996),Drama,25147
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,9716
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,43777
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,454
1060,Swingers (1996),Comedy|Drama,10218
1061,Sleepers (1996),Crime|Drama,819
1062,"Sunchaser, The (1996)",Drama,38191
1063,Johns (1996),Drama,56830
1065,"Woman in Question, The (1950)",Mystery,27256
1066,Shall We Dance? (1937),Comedy|Musical|Romance,31530
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,66473
1068,Crossfire (1947),Crime|Film-Noir,28120
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,1834
1070,Macao (1952),Adventure,26282
1071,For the Moment (1994),Romance|War,37218
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,252
1075,"Sexual Life of the Belgians, The (1994)",Comedy,116356
1076,"Innocents, The (1961)",Thriller,16372
1077,Sleeper (1973),Comedy|Sci-Fi,11561
1078,Bananas (1971),Comedy|War,11302
1079,"Fish Called Wanda, A (1988)",Comedy,623
1080,Monty Python's Life of Brian (1979),Comedy,583
1081,Victor/Victoria (1982),Comedy|Musical,12614
1082,"Candidate, The (1972)",Drama,21711
1083,"Great Race, The (1965)",Comedy|Musical,11575
1084,Bonnie and Clyde (1967),Crime|Drama,475
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,11331
1086,Dial M for Murder (1954),Mystery|Thriller,521
1087,Madame Butterfly (1995),Musical,21202
1088,Dirty Dancing (1987),Musical|Romance,88
1089,Reservoir Dogs (1992),Crime|Thriller,500
1090,Platoon (1986),Drama|War,792
1091,Weekend at Bernie's (1989),Comedy,8491
1092,Basic Instinct (1992),Mystery|Thriller,402
1093,"Doors, The (1991)",Drama|Musical,10537
1094,"Crying Game, The (1992)",Drama|Romance|War,11386
1095,Glengarry Glen Ross (1992),Drama,9504
1096,Sophie's Choice (1982),Drama,15764
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,601
1098,"Search for One-eye Jimmy, The (1996)",Comedy,67365
1099,"Christmas Carol, A (1938)",Drama,25842
1100,Days of Thunder (1990),Action|Romance,2119
1101,Top Gun (1986),Action|Romance,744
1102,American Strays (1996),Action,136311
1103,Rebel Without a Cause (1955),Drama,221
1104,"Streetcar Named Desire, A (1951)",Drama,702
1105,Children of the Corn IV: The Gathering (1996),Horror,25750
1106,"Leopard Son, The (1996)",Documentary,17642
1109,Charm's Incidents (1996),Drama,427043
1110,Bird of Prey (1996),Action,146341
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,9305
1112,Palookaville (1996),Action|Drama,37616
1113,"Associate, The (1996)",Comedy,11112
1114,"Funeral, The (1996)",Drama,21612
1115,Sleepover (1995),Comedy|Drama,141210
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,102461
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,36998
1118,Tashunga (1995),Adventure|Western,200383
1119,Drunks (1997),Drama,116844
1120,"People vs. Larry Flynt, The (1996)",Drama,1630
1121,Glory Daze (1996),Drama,26626
1122,Plutonium Circus (1995),Documentary,470646
1123,"Perfect Candidate, A (1996)",Documentary,124837
1124,On Golden Pond (1981),Drama,11816
1125,"Return of the Pink Panther, The (1974)",Comedy,11843
1126,Drop Dead Fred (1991),Comedy|Fantasy,10379
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,2756
1128,"Fog, The (1980)",Horror,790
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,1103
1130,"Howling, The (1980)",Horror,11298
1131,Jean de Florette (1986),Drama,4480
1132,Manon of the Spring (Manon des sources) (1986),Drama,4481
1133,Talking About Sex (1994),Comedy|Drama,575751
1134,Johnny 100 Pesos (1993),Action|Drama,49688
1135,Private Benjamin (1980),Comedy,10765
1136,Monty Python and the Holy Grail (1974),Comedy,762
1137,Hustler White (1996),Romance,44497
1138,Dadetown (1995),Documentary,85588
1139,Everything Relative (1996),Drama,278621
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,99479
1141,Hoogste tijd (1995),Drama,566972
1143,Three Lives and Only One Death (1996),Comedy,55049
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,124829
1145,Snowriders (1996),Documentary,79306
1146,Curtis's Charm (1995),Comedy|Drama,356054
1147,When We Were Kings (1996),Documentary,10548
1148,"Wrong Trousers, The (1993)",Animation|Comedy,531
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,104931
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,4483
1151,Faust (1994),Animation|Comedy|Thriller,18919
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,31556
1153,Raw Deal (1948),Film-Noir,26167
1154,T-Men (1947),Film-Noir,26174
1155,"Invitation, The (Zaproszenie) (1986)",Drama,572997
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,61461
1157,"Symphonie pastorale, La (1946)",Drama,117500
1158,Here Comes Cookie (1935),Comedy,218713
1159,Love in Bloom (1935),Romance,217802
1160,Six of a Kind (1934),Comedy,127973
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,659
1162,"Ruling Class, The (1972)",Comedy,30892
1163,Mina Tannenbaum (1994),Drama,86369
1164,Two or Three Things I Know About Her (1966),Drama,8074
1165,"Bloody Child, The (1996)",Drama|Thriller,124676
1166,Farmer & Chase (1995),Comedy,559489
1167,Dear God (1996),Comedy,38554
1168,Bad Moon (1996),Horror,49763
1169,American Dream (1990),Documentary,41326
1170,Best of the Best 3: No Turning Back (1995),Action,36555
1171,Bob Roberts (1992),Comedy,10608
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,11216
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,7452
1174,Grosse Fatigue (1994),Comedy,64567
1175,Delicatessen (1991),Comedy|Sci-Fi,892
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,1600
1177,Enchanted April (1991),Drama,26561
1178,Paths of Glory (1957),Drama|War,975
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,18129
1180,Hear My Song (1991),Comedy,54405
1181,"Shooter, The (1995)",Action,150823
1183,"English Patient, The (1996)",Drama|Romance|War,409
1184,Mediterraneo (1991),Comedy|War,38251
1185,My Left Foot (1989),Drama,10161
1186,"Sex, Lies, and Videotape (1989)",Drama,1412
1187,Passion Fish (1992),Drama,41768
1188,Strictly Ballroom (1992),Comedy|Romance,10409
1189,"Thin Blue Line, The (1988)",Documentary,14285
1190,Tie Me Up! Tie Me Down! (1990),Drama,2469
1191,Madonna: Truth or Dare (1991),Documentary,10174
1192,Paris Is Burning (1990),Documentary,31225
1193,One Flew Over the Cuckoo's Nest (1975),Drama,510
1194,Up in Smoke (1978),Comedy,11455
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,1891
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,2493
1198,Raiders of the Lost Ark (1981),Action|Adventure,85
1199,Brazil (1985),Sci-Fi,68
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,679
1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,429
1202,Withnail and I (1987),Comedy,13446
1203,12 Angry Men (1957),Drama,389
1204,Lawrence of Arabia (1962),Adventure|War,947
1206,"Clockwork Orange, A (1971)",Sci-Fi,185
1207,To Kill a Mockingbird (1962),Drama,595
1208,Apocalypse Now (1979),Drama|War,28
1209,Once Upon a Time in the West (1969),Western,335
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,1892
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,144
1212,"Third Man, The (1949)",Mystery|Thriller,1092
1213,GoodFellas (1990),Crime|Drama,769
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,348
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,766
1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,175
1217,Ran (1985),Drama|War,11645
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,10835
1219,Psycho (1960),Horror|Thriller,539
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,525
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,240
1222,Full Metal Jacket (1987),Action|Drama|War,600
1223,"Grand Day Out, A (1992)",Animation|Comedy,530
1224,Henry V (1989),Drama|War,10705
1225,Amadeus (1984),Drama,279
1226,"Quiet Man, The (1952)",Comedy|Romance,3109
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,311
1228,Raging Bull (1980),Drama,1578
1230,Annie Hall (1977),Comedy|Romance,703
1231,"Right Stuff, The (1983)",Drama,9549
1232,Stalker (1979),Mystery|Sci-Fi,1398
1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,387
1234,"Sting, The (1973)",Comedy|Crime,9277
1235,Harold and Maude (1971),Comedy,343
1236,Trust (1990),Comedy|Drama,37291
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,490
1238,Local Hero (1983),Comedy,11235
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,218
1241,Braindead (1992),Comedy|Horror,763
1242,Glory (1989),Action|Drama|War,9665
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,18971
1244,Manhattan (1979),Comedy|Drama|Romance,696
1245,Miller's Crossing (1990),Drama,379
1246,Dead Poets Society (1989),Drama,207
1247,"Graduate, The (1967)",Drama|Romance,37247
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1480
1249,Nikita (La Femme Nikita) (1990),Thriller,9322
1250,"Bridge on the River Kwai, The (1957)",Drama|War,826
1251,8 1/2 (1963),Drama,422
1252,Chinatown (1974),Film-Noir|Mystery|Thriller,829
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,828
1254,"Treasure of the Sierra Madre, The (1948)",Adventure,3090
1255,Bad Taste (1987),Comedy|Horror,9964
1256,Duck Soup (1933),Comedy|War,3063
1257,Better Off Dead... (1985),Comedy,13667
1258,"Shining, The (1980)",Horror,694
1259,Stand by Me (1986),Adventure|Comedy|Drama,235
1260,M (1931),Crime|Film-Noir|Thriller,832
1261,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,765
1262,"Great Escape, The (1963)",Adventure|War,5925
1263,"Deer Hunter, The (1978)",Drama|War,11778
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,4485
1265,Groundhog Day (1993),Comedy|Romance,137
1266,Unforgiven (1992),Western,33
1267,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,982
1268,Pump Up the Volume (1990),Drama,8428
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,212
1270,Back to the Future (1985),Comedy|Sci-Fi,105
1271,Fried Green Tomatoes (1991),Drama,1633
1272,Patton (1970),Drama|War,11202
1273,Down by Law (1986),Comedy|Drama,1554
1274,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,149
1275,Highlander (1986),Action|Adventure,8009
1276,Cool Hand Luke (1967),Comedy|Drama,903
1277,Cyrano de Bergerac (1990),Action|Drama|Romance,11673
1278,Young Frankenstein (1974),Comedy|Horror,3034
1279,Night on Earth (1991),Comedy|Drama,339
1280,Raise the Red Lantern (1991),Drama,10404
1281,"Great Dictator, The (1940)",Comedy,914
1282,Fantasia (1940),Animation|Children's|Musical,756
1283,High Noon (1952),Western,288
1284,"Big Sleep, The (1946)",Film-Noir|Mystery,910
1285,Heathers (1989),Comedy,2640
1286,Somewhere in Time (1980),Drama|Romance,16633
1287,Ben-Hur (1959),Action|Adventure|Drama,665
1288,This Is Spinal Tap (1984),Comedy|Drama|Musical,11031
1289,Koyaanisqatsi (1983),Documentary|War,11314
1290,Some Kind of Wonderful (1987),Drama|Romance,15143
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,89
1292,Being There (1979),Comedy,10322
1293,Gandhi (1982),Drama,783
1295,"Unbearable Lightness of Being, The (1988)",Drama,10644
1296,"Room with a View, A (1986)",Drama|Romance,11257
1297,Real Genius (1985),Comedy,14370
1298,Pink Floyd - The Wall (1982),Drama|Musical|War,12104
1299,"Killing Fields, The (1984)",Drama|War,625
1300,My Life as a Dog (Mitt liv som hund) (1985),Drama,8816
1301,Forbidden Planet (1956),Sci-Fi,830
1302,Field of Dreams (1989),Drama,2323
1303,"Man Who Would Be King, The (1975)",Adventure,983
1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,642
1305,"Paris, Texas (1984)",Drama,655
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,10341
1307,When Harry Met Sally... (1989),Comedy|Romance,639
1308,I Shot a Man in Vegas (1995),Comedy,266022
1309,Parallel Sons (1995),Drama|Romance,168450
1310,Hype! (1996),Documentary,30180
1311,Santa with Muscles (1996),Comedy,31388
1312,Female Perversions (1996),Drama,41801
1313,Mad Dog Time (1996),Crime,66034
1314,Breathing Room (1996),Romance,348138
1315,Paris Was a Woman (1995),Documentary,96288
1317,I'm Not Rappaport (1996),Comedy,61536
1318,Blue Juice (1995),Comedy|Drama,18762
1319,Kids of Survival (1993),Documentary,331367
1320,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,8077
1321,"American Werewolf in London, An (1981)",Horror,814
1322,Amityville 1992: It's About Time (1992),Horror,41671
1323,Amityville 3-D (1983),Horror,27214
1324,Amityville: Dollhouse (1996),Horror,52263
1325,Amityville: A New Generation (1993),Horror,33519
1326,Amityville II: The Possession (1982),Horror,16235
1327,"Amityville Horror, The (1979)",Horror,11449
1328,"Amityville Curse, The (1990)",Horror,41848
1329,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,25944
1330,April Fool's Day (1986),Comedy|Horror,24913
1331,Audrey Rose (1977),Horror,49126
1332,"Believers, The (1987)",Horror|Thriller,32076
1333,"Birds, The (1963)",Horror,571
1334,"Blob, The (1958)",Horror|Sci-Fi,8851
1335,Blood Beach (1981),Action|Horror,37843
1336,Body Parts (1991),Horror,32146
1337,"Body Snatcher, The (1945)",Horror,30346
1339,Bram Stoker's Dracula (1992),Horror|Romance,6114
1340,Bride of Frankenstein (1935),Horror,229
1341,Burnt Offerings (1976),Horror,13549
1342,Candyman (1992),Horror,9529
1343,Cape Fear (1991),Thriller,1598
1344,Cape Fear (1962),Film-Noir|Thriller,11349
1345,Carrie (1976),Horror,7340
1346,Cat People (1982),Horror,6217
1347,"Nightmare on Elm Street, A (1984)",Horror,377
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,653
1349,Nosferatu a Venezia (1986),Horror,28198
1350,"Omen, The (1976)",Horror,794
1351,Blood & Wine (1997),Drama,31640
1352,Albino Alligator (1996),Crime|Thriller,8744
1353,"Mirror Has Two Faces, The (1996)",Comedy|Romance,25189
1354,Breaking the Waves (1996),Drama,145
1355,Nightwatch (1997),Horror|Thriller,2212
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,199
1357,Shine (1996),Drama|Romance,7863
1358,Sling Blade (1996),Drama|Thriller,12498
1359,Jingle All the Way (1996),Adventure|Children's|Comedy,9279
1360,Identification of a Woman (Identificazione di una donna) (1982),Drama,53234
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,17204
1363,"Preacher's Wife, The (1996)",Drama,21539
1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Action,85589
1365,Ridicule (1996),Drama,12709
1366,"Crucible, The (1996)",Drama,20539
1367,101 Dalmatians (1996),Children's|Comedy,11674
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama,199512
1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,64900
1370,Die Hard 2 (1990),Action|Thriller,1573
1371,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,152
1372,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,174
1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,172
1374,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,154
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,157
1376,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,168
1377,Batman Returns (1992),Action|Adventure|Comedy|Crime,364
1378,Young Guns (1988),Action|Comedy|Western,11967
1379,Young Guns II (1990),Action|Comedy|Western,9086
1380,Grease (1978),Comedy|Musical|Romance,621
1381,Grease 2 (1982),Comedy|Musical|Romance,9037
1382,Marked for Death (1990),Action|Drama,10173
1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,55687
1384,"Substance of Fire, The (1996)",Drama,168535
1385,Under Siege (1992),Action,8845
1386,Terror in a Texas Town (1958),Western,46681
1387,Jaws (1975),Action|Horror,578
1388,Jaws 2 (1978),Action|Horror,579
1389,Jaws 3-D (1983),Action|Horror,17692
1390,My Fellow Americans (1996),Comedy,17795
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,75
1392,Citizen Ruth (1996),Comedy|Drama,13891
1393,Jerry Maguire (1996),Drama|Romance,9390
1394,Raising Arizona (1987),Comedy,378
1395,Tin Men (1987),Comedy|Drama,10896
1396,Sneakers (1992),Crime|Drama|Sci-Fi,2322
1397,Bastard Out of Carolina (1996),Drama,41240
1398,In Love and War (1996),Romance|War,26949
1399,Marvin's Room (1996),Drama,9819
1400,Somebody is Waiting (1996),Drama,49799
1401,Ghosts of Mississippi (1996),Drama,31908
1404,Night Falls on Manhattan (1997),Crime|Drama,46027
1405,Beavis and Butt-head Do America (1996),Animation|Comedy,3179
1406,"Cérémonie, La (1995)",Drama,1802
1407,Scream (1996),Horror|Thriller,4232
1408,"Last of the Mohicans, The (1992)",Action|Romance|War,9361
1409,Michael (1996),Comedy|Romance,2928
1410,"Evening Star, The (1996)",Comedy|Drama,30285
1411,Hamlet (1996),Drama,10549
1412,Some Mother's Son (1996),Drama,58102
1413,"Whole Wide World, The (1996)",Drama,18451
1414,Mother (1996),Comedy,27265
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,49935
1416,Evita (1996),Drama|Musical,8818
1417,"Portrait of a Lady, The (1996)",Drama,36758
1419,Walkabout (1971),Drama,36040
1420,Message to Love: The Isle of Wight Festival (1996),Documentary,74239
1422,Murder at 1600 (1997),Mystery|Thriller,9415
1423,Hearts and Minds (1996),Drama,55146
1424,Inside (1996),Action,303693
1425,Fierce Creatures (1997),Comedy,12145
1426,Zeus and Roxanne (1997),Children's,42424
1427,Turbulence (1997),Thriller,34314
1428,Angel Baby (1995),Drama,2892
1429,Jackie Chan's First Strike (1996),Action,9404
1430,Underworld (1997),Thriller,85242
1431,Beverly Hills Ninja (1997),Action|Comedy,9622
1432,Metro (1997),Action,8860
1433,"Machine, The (1994)",Comedy|Horror,197537
1436,Falling in Love Again (1980),Comedy,66597
1437,"Cement Garden, The (1993)",Drama,14832
1438,Dante's Peak (1997),Action|Thriller,9619
1439,Meet Wally Sparks (1997),Comedy,40506
1440,Amos & Andrew (1993),Comedy,31000
1441,Benny & Joon (1993),Comedy|Romance,4104
1442,Prefontaine (1997),Drama,26306
1443,"Tickle in the Heart, A (1996)",Documentary,203829
1444,Guantanamera (1994),Comedy,43775
1445,McHale's Navy (1997),Comedy|War,14908
1446,Kolya (1996),Comedy,784
1447,Gridlock'd (1997),Crime,12489
1448,Fire on the Mountain (1996),Documentary,168283
1449,Waiting for Guffman (1996),Comedy,16448
1450,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War,55936
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,17894
1454,SubUrbia (1997),Comedy,28059
1455,Hotel de Love (1996),Comedy|Romance,58911
1456,"Pest, The (1997)",Comedy,17949
1457,Fools Rush In (1997),Comedy|Romance,1968
1458,Touch (1997),Romance,61563
1459,Absolute Power (1997),Mystery|Thriller,66
1460,That Darn Cat! (1997),Children's|Comedy|Mystery,20735
1461,Vegas Vacation (1997),Comedy,11419
1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary,333165
1463,That Old Feeling (1997),Comedy|Romance,25796
1464,Lost Highway (1997),Mystery,638
1465,Rosewood (1997),Drama,25624
1466,Donnie Brasco (1997),Crime|Drama,9366
1467,Salut cousin! (1996),Comedy|Drama,60083
1468,Booty Call (1997),Comedy|Romance,21915
1470,Rhyme & Reason (1997),Documentary,90928
1471,Boys Life 2 (1997),Drama,50091
1472,City of Industry (1997),Crime|Thriller,18420
1473,Best Men (1997),Action|Comedy|Crime|Drama,19952
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy,9446
1475,Kama Sutra: A Tale of Love (1996),Romance,28005
1476,Private Parts (1997),Comedy|Drama,9403
1477,Love Jones (1997),Romance,27322
1479,"Saint, The (1997)",Action|Romance|Thriller,10003
1480,Smilla's Sense of Snow (1997),Action|Drama|Thriller,9311
1482,"Van, The (1996)",Comedy|Drama,11844
1483,Crash (1996),Drama|Thriller,884
1484,"Daytrippers, The (1996)",Mystery,49806
1485,Liar Liar (1997),Comedy,1624
1486,"Quiet Room, The (1996)",Drama,88423
1487,Selena (1997),Drama|Musical,16052
1488,"Devil's Own, The (1997)",Action|Drama|Thriller|War,4477
1489,Cats Don't Dance (1997),Animation|Children's|Musical,24662
1490,B*A*P*S (1997),Comedy,18423
1493,Love and Other Catastrophes (1996),Romance,76996
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's,6499
1496,Anna Karenina (1997),Drama|Romance,50512
1497,Double Team (1997),Action,9405
1498,Inventing the Abbotts (1997),Drama|Romance,12723
1499,Anaconda (1997),Action|Adventure|Thriller,9360
1500,Grosse Pointe Blank (1997),Comedy|Crime,9434
1501,Keys to Tulsa (1997),Crime,118991
1502,Kissed (1996),Romance,21626
1503,8 Heads in a Duffel Bag (1997),Comedy,13982
1504,Hollow Reed (1996),Drama,93946
1507,Paradise Road (1997),Drama|War,77223
1508,Traveller (1997),Drama,31465
1509,All Over Me (1997),Drama,12793
1510,"Brother's Kiss, A (1997)",Drama,102878
1511,A Chef in Love (1996),Comedy,105763
1513,Romy and Michele's High School Reunion (1997),Comedy,9611
1514,Temptress Moon (Feng Yue) (1996),Romance,47694
1515,Volcano (1997),Drama|Thriller,10357
1516,Children of the Revolution (1996),Comedy,9977
1517,Austin Powers: International Man of Mystery (1997),Comedy,816
1518,Breakdown (1997),Action|Thriller,2163
1519,Broken English (1996),Drama,124680
1520,Commandments (1997),Romance,16399
1522,Ripe (1996),Drama,124843
1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,31017
1524,"Turning, The (1992)",Drama,24645
1525,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy,49478
1526,Fathers' Day (1997),Comedy,12499
1527,"Fifth Element, The (1997)",Action|Sci-Fi,18
1528,Intimate Relations (1996),Comedy,68545
1529,Nowhere (1997),Drama,1811
1531,Losing Chase (1996),Drama,109614
1532,Sprung (1997),Comedy,60082
1533,"Promise, The (La Promesse) (1996)",Drama,105045
1534,"Bonheur, Le (1965)",Drama,53023
1535,Love! Valour! Compassion! (1997),Drama|Romance,64802
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy,11239
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children's,50850
1539,Twin Town (1997),Comedy|Crime,15321
1541,Addicted to Love (1997),Comedy|Romance,2058
1542,Brassed Off (1996),Comedy|Drama|Romance,9450
1543,"Designated Mourner, The (1997)",Drama,125021
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,330
1545,Ponette (1996),Drama,38523
1546,Schizopolis (1996),Comedy,16375
1547,Shiloh (1997),Children's|Drama,33660
1548,"War at Home, The (1996)",Drama,59232
1549,Rough Magic (1995),Drama|Romance,45671
1550,Trial and Error (1997),Comedy|Romance,17770
1551,Buddy (1997),Adventure|Children's|Drama,15170
1552,Con Air (1997),Action|Adventure|Thriller,1701
1553,Late Bloomers (1996),Comedy,201445
1554,"Pillow Book, The (1995)",Drama|Romance,26422
1555,"To Have, or Not (1995)",Drama,124642
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,1639
1557,Squeeze (1996),Drama,49235
1558,Sudden Manhattan (1996),Comedy,106129
1559,"Next Step, The (1995)",Drama,291634
1561,Wedding Bell Blues (1996),Comedy,107743
1562,Batman & Robin (1997),Action|Adventure|Crime,415
1563,Dream With the Fishes (1997),Drama,47686
1564,Roseanna's Grave (For Roseanna) (1997),Comedy|Romance,65889
1565,Head Above Water (1996),Comedy|Thriller,11103
1566,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical,11970
1567,"Last Time I Committed Suicide, The (1997)",Drama,34941
1568,MURDER and murder (1996),Crime|Drama|Mystery,407992
1569,My Best Friend's Wedding (1997),Comedy|Romance,8874
